"","location","total_sqft","bath","price","bhk"
"7477","Whitefield","1130","2","36","2"
"7478","Whitefield","1059","2","57","2"
"7479","Whitefield","516","1","39","1"
"7480","Whitefield","1116","2","51.91","2"
"7481","Whitefield","6000","4","410","4"
"7482","Whitefield","1639","3","107","3"
"7483","Whitefield","1820","3","113","3"
"7484","Whitefield","1990","3","98","3"
"7485","Whitefield","3565","4","218","4"
"7486","Whitefield","3410","5","253","4"
"7487","Whitefield","1345","3","58","3"
"7488","Whitefield","1205","2","41","2"
"7489","Whitefield","4500","4","330","4"
"7490","Whitefield","1250","2","85","2"
"7491","Whitefield","1115","2","51.91","2"
"7492","Whitefield","1277","2","77","2"
"7493","Whitefield","1820","3","140","3"
"7494","Whitefield","3453","4","247","4"
"7495","Whitefield","1245","2","59.76","2"
"7496","Whitefield","1074","2","42.8","2"
"7497","Whitefield","1200","2","46.13","2"
"7498","Whitefield","1200","2","45.84","2"
"7499","Whitefield","2280","4","125","3"
"7500","Whitefield","2882","5","200","4"
"7501","Whitefield","1170","2","56","2"
"7502","Whitefield","1390","2","72","2"
"7503","Whitefield","1634","3","68","3"
"7504","Whitefield","1190","2","70","2"
"7505","Whitefield","1105","2","35.4","2"
"7506","Whitefield","1270","2","94","2"
"7507","Whitefield","1220","2","89","2"
"7508","Whitefield","1116","2","51.91","2"
"7509","Whitefield","1436","2","62.15","3"
"7510","Whitefield","3758","3","300","3"
"7511","Whitefield","1452","2","46.29","3"
"7512","Whitefield","1370","2","56","2"
"7513","Whitefield","1050","2","43","2"
"7514","Whitefield","1496","2","71.81","3"
"7515","Whitefield","1216","2","72","2"
"7516","Whitefield","1158","2","55","2"
"7517","Whitefield","5400","5","475","4"
"7518","Whitefield","1396","3","74","3"
"7519","Whitefield","1175","2","41","2"
"7520","Whitefield","1315","2","55","2"
"7521","Whitefield","1451","2","46.4","3"
"7522","Whitefield","1063","2","42.52","2"
"7523","Whitefield","1346","2","76.01","2"
"7524","Whitefield","1276","2","69.5","2"
"7525","Whitefield","1317","2","52","2"
"7526","Whitefield","1615","3","96.9","3"
"7527","Whitefield","1220","2","55","2"
"7528","Whitefield","1116","2","48.76","2"
"7529","Whitefield","1400","2","56","3"
"7530","Whitefield","1140","2","55","2"
"7531","Whitefield","1295","2","64.5","2"
"7532","Whitefield","1200","2","70","2"
"7533","Whitefield","1015","2","56","2"
"7534","Whitefield","1430","3","52","3"
"7535","Whitefield","1216","2","75","2"
"7536","Whitefield","1010","2","45","3"
"7537","Whitefield","2321","4","157","3"
"7538","Whitefield","1224","2","75","2"
"7539","Whitefield","1655","3","113","3"
"7540","Whitefield","1740","3","85","3"
"7541","Whitefield","4144","5","331","5"
"7542","Whitefield","925","2","35","2"
"7543","Whitefield","1175","2","50","2"
"7544","Whitefield","1200","3","67.75","3"
"7545","Whitefield","2444","4","145","4"
"7546","Whitefield","1270","2","110","2"
"7547","Whitefield","1660","3","110","3"
"7548","Whitefield","1270","2","105","2"
"7549","Whitefield","1315","2","69.5","2"
"7550","Whitefield","1173","2","78.2","2"
"7551","Whitefield","1362","2","85","2"
"7552","Whitefield","1457","2","105","3"
"7553","Whitefield","1720","3","128","3"
"7554","Whitefield","1500","3","61.9","3"
"7555","Whitefield","1495","2","78","2"
"7556","Whitefield","1270","2","52","2"
"7557","Whitefield","1564","3","103","3"
"7558","Whitefield","1240","2","41","2"
"7559","Whitefield","1500","3","71","3"
"7560","Whitefield","1404","2","59","3"
"7561","Whitefield","1639","3","107","3"
"7562","Whitefield","1760","3","139","3"
"7563","Whitefield","613","1","48","1"
"7564","Whitefield","1730","3","125","3"
"7565","Whitefield","1453","2","58","3"
"7566","Whitefield","877","1","59","1"
"7567","Whitefield","3453","4","231","5"
"7568","Yelachenahalli","1400","2","55","3"
"7569","Yelachenahalli","1464","2","105","3"
"7570","Yelachenahalli","2400","1","150","2"
"7571","Yelachenahalli","1700","3","130","3"
"7572","Yelachenahalli","1080","2","55","2"
"7573","Yelachenahalli","1400","2","78","2"
"7574","Yelachenahalli","1330","3","73.5","3"
"7575","Yelachenahalli","800","1","30","2"
"7576","Yelachenahalli","1100","2","60","2"
"7577","Yelachenahalli","1365","2","72","3"
"7578","Yelachenahalli","1103","2","55","2"
"7579","Yelachenahalli","1000","2","50","2"
"7580","Yelahanka","1600","2","75","3"
"7581","Yelahanka","1326","2","78","2"
"7582","Yelahanka","1282","2","48.7","3"
"7583","Yelahanka","1350","2","55.55","2"
"7584","Yelahanka","1035","2","45","2"
"7585","Yelahanka","1350","2","54","2"
"7586","Yelahanka","1210","2","45.98","2"
"7587","Yelahanka","1705","3","95","3"
"7588","Yelahanka","1234","2","80","2"
"7589","Yelahanka","1315","2","85","2"
"7590","Yelahanka","1170","2","62.5","2"
"7591","Yelahanka","697","1","45","1"
"7592","Yelahanka","1120","2","55","2"
"7593","Yelahanka","2195","4","127","3"
"7594","Yelahanka","1075","2","51.5","2"
"7595","Yelahanka","1614","3","95","3"
"7596","Yelahanka","1381","2","52.48","3"
"7597","Yelahanka","628","1","24","1"
"7598","Yelahanka","890","2","40","2"
"7599","Yelahanka","1815","3","82","3"
"7600","Yelahanka","654","1","38.4","1"
"7601","Yelahanka","1150","2","46","2"
"7602","Yelahanka","1705","3","74.16","3"
"7603","Yelahanka","3042","4","131","4"
"7604","Yelahanka","1065","2","40.84","2"
"7605","Yelahanka","1036","2","39.35","2"
"7606","Yelahanka","1300","2","65","2"
"7607","Yelahanka","1825","3","105","3"
"7608","Yelahanka","1603","3","96","3"
"7609","Yelahanka","1304","2","79","2"
"7610","Yelahanka","1455","3","61.5","3"
"7611","Yelahanka","1180","2","42","2"
"7612","Yelahanka","1616","3","65","3"
"7613","Yelahanka","915","2","48","2"
"7614","Yelahanka","1026","2","41","2"
"7615","Yelahanka","1517","3","76.3","3"
"7616","Yelahanka","600","2","27","2"
"7617","Yelahanka","1274","2","48.42","2"
"7618","Yelahanka","1327","2","85","2"
"7619","Yelahanka","1371","2","65","3"
"7620","Yelahanka","1712","3","82","3"
"7621","Yelahanka","1566","3","97","3"
"7622","Yelahanka","1180","3","55","3"
"7623","Yelahanka","1270","2","78","2"
"7624","Yelahanka","1400","2","80.54","3"
"7625","Yelahanka","1391","2","64.5","3"
"7626","Yelahanka","1322","2","86","2"
"7627","Yelahanka","1100","2","70","2"
"7628","Yelahanka","1200","2","70","2"
"7629","Yelahanka","1326","2","57","2"
"7630","Yelahanka","4000","5","220","5"
"7631","Yelahanka","2675","4","140","4"
"7632","Yelahanka","1500","2","63","3"
"7633","Yelahanka","654","1","37","1"
"7634","Yelahanka","1465","3","80.01","3"
"7635","Yelahanka","1721","3","80.86","3"
"7636","Yelahanka","1060","2","40","2"
"7637","Yelahanka","1226","2","52.71","2"
"7638","Yelahanka","1692","3","83","3"
"7639","Yelahanka","1033","2","52.58","2"
"7640","Yelahanka","1390","2","65.31","2"
"7641","Yelahanka","1040","2","48.86","2"
"7642","Yelahanka","1345","2","57","3"
"7643","Yelahanka","2145","3","125","3"
"7644","Yelahanka","1200","2","54","2"
"7645","Yelahanka","1322","2","75","2"
"7646","Yelahanka","1036","2","39.37","2"
"7647","Yelahanka","602","1","26","1"
"7648","Yelahanka","1100","2","60","2"
"7649","Yelahanka","1614","2","100","3"
"7650","Yelahanka","1890","3","108","3"
"7651","Yelahanka","1556","3","86","3"
"7652","Yelahanka","1610","4","85","3"
"7653","Yelahanka","1075","2","42","3"
"7654","Yelahanka","1484","2","56.4","3"
"7655","Yelahanka","1260","2","59.2","2"
"7656","Yelahanka","1102","2","52","2"
"7657","Yelahanka","1519","2","65","2"
"7658","Yelahanka","1859","3","108","3"
"7659","Yelahanka","1050","2","45","2"
"7660","Yelahanka","1322","2","80","2"
"7661","Yelahanka","1285","2","56","2"
"7662","Yelahanka","845","2","43","2"
"7663","Yelahanka","2600","4","175","4"
"7664","Yelahanka","1305","2","78","2"
"7665","Yelahanka","1180","2","56","2"
"7666","Yelahanka","1711","3","85.61","3"
"7667","Yelahanka","1315","2","75","2"
"7668","Yelahanka","3600","6","200","6"
"7669","Yelahanka","1390","2","70.21","2"
"7670","Yelahanka","1614","3","95","3"
"7671","Yelahanka","1650","3","105","3"
"7672","Yelahanka","1200","2","55","2"
"7673","Yelahanka","990","2","37.62","2"
"7674","Yelahanka","935","2","35.53","2"
"7675","Yelahanka","1282","2","48.72","3"
"7676","Yelahanka","3990","4","260","4"
"7677","Yelahanka","1620","3","90","3"
"7678","Yelahanka","654","1","36.25","1"
"7679","Yelahanka","1614","3","93","3"
"7680","Yelahanka","694","1","30.84","1"
"7681","Yelahanka","1115","2","60","2"
"7682","Yelahanka","2317","4","140","3"
"7683","Yelahanka","1653","3","93","3"
"7684","Yelahanka","654","1","38","1"
"7685","Yelahanka","1633","2","72","2"
"7686","Yelahanka","1445","2","82","2"
"7687","Yelahanka","1225","2","62","2"
"7688","Yelahanka","602","1","38","1"
"7689","Yelahanka","697","1","35","1"
"7690","Yelahanka","1065","2","41.38","2"
"7691","Yelahanka","682","1","36.23","1"
"7692","Yelahanka","1023","2","52.59","2"
"7693","Yelahanka","1560","2","98","3"
"7694","Yelahanka","1780","3","107","3"
"7695","Yelahanka","1342","2","75","3"
"7696","Yelahanka","1823","3","103","3"
"7697","Yelahanka","1792","3","104","3"
"7698","Yelahanka","1304","2","69.97","2"
"7699","Yelahanka","1250","2","54","2"
"7700","Yelahanka","1270","2","57","2"
"7701","Yelahanka","1300","2","69.23","2"
"7702","Yelahanka","1705","3","91","3"
"7703","Yelahanka","1890","4","85","3"
"7704","Yelahanka","1835","3","108","3"
"7705","Yelahanka","1847","3","92","3"
"7706","Yelahanka","2500","3","120","5"
"7707","Yelahanka","1890","3","109","3"
"7708","Yelahanka","700","1","38","1"
"7709","Yelahanka","1491","3","85","3"
"7710","Yelahanka","2088","5","110","4"
"7711","Yelahanka","1185","2","45","2"
"7712","Yelahanka","1517","3","71.28","3"
"7713","Yelahanka","3019","6","190","4"
"7714","Yelahanka","1756","3","66.73","3"
"7715","Yelahanka","1600","3","100","3"
"7716","Yelahanka","1664","3","73.95","3"
"7717","Yelahanka","1140","2","50.66","2"
"7718","Yelahanka","1200","2","60","2"
"7719","Yelahanka","1705","3","85","3"
"7720","Yelahanka","1350","2","85","3"
"7721","Yelahanka","1633","3","110","3"
"7722","Yelahanka","1355","2","75","3"
"7723","Yelahanka","3175","4","156","4"
"7724","Yelahanka","1408","2","58","2"
"7725","Yelahanka","1104","2","58","2"
"7726","Yelahanka","1325","2","58","3"
"7727","Yelahanka","1175","2","67.77","2"
"7728","Yelahanka","1322","2","77.9","2"
"7729","Yelahanka","602","1","33","1"
"7730","Yelahanka","1315","2","77","2"
"7731","Yelahanka","1430","3","61","3"
"7732","Yelahanka","1355","2","51.5","3"
"7733","Yelahanka","567","1","25","1"
"7734","Yelahanka","1045","2","45","2"
"7735","Yelahanka","602","2","30","1"
"7736","Yelahanka","1362","2","66","2"
"7737","Yelahanka","1234","2","80","2"
"7738","Yelahanka","1282","2","48.72","3"
"7739","Yelahanka","1180","2","55","2"
"7740","Yelahanka","1267","3","78","2"
"7741","Yelahanka","1360","2","78.19","2"
"7742","Yelahanka","1025","2","44","2"
"7743","Yelahanka New Town","650","1","33","1"
"7744","Yelahanka New Town","500","1","20","1"
"7745","Yelahanka New Town","440","1","16.5","1"
"7746","Yelahanka New Town","1610","3","92","3"
"7747","Yelahanka New Town","1700","3","90","3"
"7748","Yelahanka New Town","650","1","20","1"
"7749","Yelahanka New Town","350","1","13.5","1"
"7750","Yelahanka New Town","1541","3","80","3"
"7751","Yelahanka New Town","1385","2","65","2"
"7752","Yelahanka New Town","500","2","24","1"
"7753","Yelahanka New Town","650","1","17","1"
"7754","Yelahanka New Town","450","1","16","1"
"7755","Yelahanka New Town","1599","3","80","3"
"7756","Yelahanka New Town","960","2","50","2"
"7757","Yelahanka New Town","2095","3","109","4"
"7758","Yelahanka New Town","1209","2","65","3"
"7759","Yelahanka New Town","1400","2","80","3"
"7760","Yelahanka New Town","450","1","15","1"
"7761","Yelahanka New Town","500","1","18","1"
"7762","Yelahanka New Town","1420","2","75","3"
"7763","Yelahanka New Town","2437","3","125","3"
"7764","Yelahanka New Town","2200","2","180","2"
"7765","Yelahanka New Town","488","1","20","1"
"7766","Yelahanka New Town","1100","2","58","2"
"7767","Yelahanka New Town","860","1","31","2"
"7768","Yelahanka New Town","1800","2","45","3"
"7769","Yelahanka New Town","1000","2","44","2"
"7770","Yelahanka New Town","650","1","18","1"
"7771","Yelahanka New Town","1426","2","61.5","3"
"7772","Yelahanka New Town","1740","3","150","3"
"7773","Yelahanka New Town","1290","2","70","2"
"7774","Yelahanka New Town","1000","2","48","3"
"7775","Yelenahalli","1240","2","47.12","2"
"7776","Yelenahalli","1200","2","46.17","2"
"7777","Yelenahalli","1600","3","61.37","3"
"7778","Yelenahalli","1260","2","47.88","2"
"7779","Yelenahalli","1500","2","57","3"
"7780","Yelenahalli","1175","2","50","2"
"7781","Yelenahalli","1650","3","68","3"
"7782","Yelenahalli","1200","2","45.6","2"
"7783","Yelenahalli","1200","2","46.17","2"
"7784","Yelenahalli","1160","2","44.08","2"
"7785","Yeshwanthpur","2502","3","138","3"
"7786","Yeshwanthpur","1693","3","108","3"
"7787","Yeshwanthpur","667","1","36.85","1"
"7788","Yeshwanthpur","1950","4","130","4"
"7789","Yeshwanthpur","1170","2","57","2"
"7790","Yeshwanthpur","665","1","36.85","1"
"7791","Yeshwanthpur","1161","2","64.08","2"
"7792","Yeshwanthpur","2557","3","141","3"
"7793","Yeshwanthpur","1850","3","100","3"
"7794","Yeshwanthpur","671","1","36.85","1"
"7795","Yeshwanthpur","1852","3","160","3"
"7796","Yeshwanthpur","668","1","36.85","1"
"7797","Yeshwanthpur","1185","2","75.84","2"
"7798","Yeshwanthpur","1195","2","100","2"
"7799","Yeshwanthpur","1313","3","96","3"
"7800","Yeshwanthpur","1400","2","100","2"
"7801","Yeshwanthpur","2559","3","141","3"
"7802","Yeshwanthpur","1430","3","72","3"
"7803","Yeshwanthpur","673","1","36.85","1"
"7804","Yeshwanthpur","3600","5","220","4"
"7805","Yeshwanthpur","1168","2","64.08","2"
"7806","Yeshwanthpur","1382","2","76.18","3"
"7807","Yeshwanthpur","669","1","36.85","1"
"7808","Yeshwanthpur","1385","2","76.18","3"
"7809","Yeshwanthpur","3027","4","260","3"
"7810","Yeshwanthpur","1200","2","63","2"
"7811","Yeshwanthpur","1679","3","92.13","3"
"7812","Yeshwanthpur","670","1","36.85","1"
"7813","Yeshwanthpur","1381","2","76.18","3"
"7814","Yeshwanthpur","1678","3","92.13","3"
"7815","Yeshwanthpur","1240","2","80","2"
"7816","Yeshwanthpur","1713","3","110","3"
"7817","Yeshwanthpur","1144","2","67","2"
"7818","Yeshwanthpur","1541","2","130","2"
"7819","Yeshwanthpur","2501","3","138","3"
"7820","Yeshwanthpur","1362","2","100","2"
"7821","Yeshwanthpur","666","1","36.8","1"
"7822","Yeshwanthpur","1855","3","140","3"
"7823","Yeshwanthpur","2504","3","138","3"
"7824","Yeshwanthpur","1165","2","85","2"
"7825","Yeshwanthpur","1163","2","64.08","2"
"7826","Yeshwanthpur","1165","2","64.08","2"
"7827","Yeshwanthpur","1825","3","145","3"
"7828","Yeshwanthpur","1384","2","76.18","3"
"7829","Yeshwanthpur","994","2","54.67","1"
"7830","Yeshwanthpur","650","1","40","1"
"7831","Yeshwanthpur","1855","3","140","3"
"7832","Yeshwanthpur","1500","3","100","3"
"7833","Yeshwanthpur","1167","2","64.08","2"
"7834","Yeshwanthpur","1164","2","64.08","2"
"7835","Yeshwanthpur","1520","3","85","3"
"7836","Yeshwanthpur","1677","3","92.13","3"
"7837","Yeshwanthpur","674","1","36.85","1"
"7838","Yeshwanthpur","1383","2","76.18","3"
"7839","Yeshwanthpur","672","1","36.85","1"
"7840","Yeshwanthpur","1162","2","64.08","2"
"7841","Yeshwanthpur","1166","2","64.08","2"
"7842","Yeshwanthpur","1195","2","100","2"
"7843","Yeshwanthpur","1692","3","108","3"
"7844","Yeshwanthpur","1169","2","64.08","2"
"7845","Yeshwanthpur","2500","5","185","6"
"7846","Yeshwanthpur","2500","3","138","3"
"7847","Yeshwanthpur","1160","2","64.08","2"
"7848","Yeshwanthpur","1676","3","92.13","3"
"7849","Yeshwanthpur","2503","3","138","3"
"7850","Yeshwanthpur","1855","3","135","3"
"7851","Yeshwanthpur","1876","3","160","3"
"7852","Yeshwanthpur","1675","3","92.13","3"
"7853","other","2770","4","290","3"
"7854","other","1100","2","48","2"
"7855","other","1250","3","56","3"
"7856","other","600","1","38","1"
"7857","other","869","2","36","2"
"7858","other","1270","2","50","2"
"7859","other","1500","2","185","2"
"7860","other","840","2","45","2"
"7861","other","4395","3","240","3"
"7862","other","845","2","55","2"
"7863","other","2511","3","205","3"
"7864","other","1660","2","105","3"
"7865","other","1450","2","70","3"
"7866","other","1200","2","65","2"
"7867","other","1200","3","90","3"
"7868","other","1007","2","43","2"
"7869","other","1200","2","50","2"
"7870","other","966","2","49.9","2"
"7871","other","782","2","55.68","2"
"7872","other","1800","3","120","3"
"7873","other","1413","2","75","3"
"7874","other","945","2","54","2"
"7875","other","1870","3","110","3"
"7876","other","1260","2","85.05","3"
"7877","other","1612","3","46.74","3"
"7878","other","2795","4","235","3"
"7879","other","1350","2","48","3"
"7880","other","1904","3","150","3"
"7881","other","2000","3","175","3"
"7882","other","1425","2","75","3"
"7883","other","1470","2","70","3"
"7884","other","1500","3","100","3"
"7885","other","1340","2","55.7","2"
"7886","other","1783","3","115","3"
"7887","other","912","2","70","3"
"7888","other","1207","2","43.5","2"
"7889","other","1798","3","89","3"
"7890","other","1580","3","100","3"
"7891","other","1415","3","78","3"
"7892","other","2000","4","75.5","4"
"7893","other","2405","4","260","3"
"7894","other","1500","2","115","2"
"7895","other","1148","2","60","2"
"7896","other","1110","2","55","2"
"7897","other","1500","2","65","3"
"7898","other","1080","2","39","2"
"7899","other","1060","2","60","2"
"7900","other","2600","8","180","8"
"7901","other","1644","3","84","3"
"7902","other","1285","2","72.5","2"
"7903","other","4050","3","280","3"
"7904","other","1060","2","55","2"
"7905","other","900","2","22.5","2"
"7906","other","1280","2","69","2"
"7907","other","3045","3","170","3"
"7908","other","1464","3","46","3"
"7909","other","700","1","26","2"
"7910","other","900","2","110","2"
"7911","other","4111","4","250","4"
"7912","other","1084","2","50","2"
"7913","other","950","2","47","2"
"7914","other","2000","4","120","4"
"7915","other","1560","3","115","3"
"7916","other","850","2","27","2"
"7917","other","1113","2","51","2"
"7918","other","1200","4","165","4"
"7919","other","1200","2","55","2"
"7920","other","1645","3","95","3"
"7921","other","1200","2","79","2"
"7922","other","1230","2","48","2"
"7923","other","1350","2","140","3"
"7924","other","1800","3","150","3"
"7925","other","1592","3","75","3"
"7926","other","1762","3","125","3"
"7927","other","950","2","50","2"
"7928","other","1200","3","90","3"
"7929","other","2023.71","3","275","3"
"7930","other","1629","3","79","3"
"7931","other","1460","2","58","2"
"7932","other","1185","2","38","2"
"7933","other","1760","3","88","3"
"7934","other","1069","2","55","2"
"7935","other","2150","4","240","3"
"7936","other","1450","3","55","3"
"7937","other","1630","3","68.29","3"
"7938","other","3309","4","325","4"
"7939","other","5000","9","360","11"
"7940","other","850","2","30","2"
"7941","other","1150","2","126","2"
"7942","other","1200","2","62","2"
"7943","other","4800","4","235","4"
"7944","other","1200","2","74","2"
"7945","other","1464","3","56","3"
"7946","other","2000","4","99","4"
"7947","other","1753","3","120","3"
"7948","other","1000","2","53","2"
"7949","other","720","2","45","2"
"7950","other","1300","3","58","3"
"7951","other","1115","2","40","2"
"7952","other","1200","3","165","4"
"7953","other","700","1","41","1"
"7954","other","1600","4","80","4"
"7955","other","1595","3","115","3"
"7956","other","1353","2","110","2"
"7957","other","1200","2","85","1"
"7958","other","1028","2","45.5","2"
"7959","other","1385","2","48.48","3"
"7960","other","1325","2","90","3"
"7961","other","1600","2","50","3"
"7962","other","1800","1","80","2"
"7963","other","1056","2","80","2"
"7964","other","1080","2","50","2"
"7965","other","1600","3","86","3"
"7966","other","1160","2","55","2"
"7967","other","1544","3","120","3"
"7968","other","1200","2","65","2"
"7969","other","540","1","36","1"
"7970","other","1578","3","180","3"
"7971","other","1180","2","42","2"
"7972","other","1600","2","115","2"
"7973","other","416","1","18.5","1"
"7974","other","1260","2","45","2"
"7975","other","1630","3","85","3"
"7976","other","834","1","60","1"
"7977","other","1125","4","70","3"
"7978","other","3000","5","260","4"
"7979","other","2160","5","250","6"
"7980","other","1375","3","70","3"
"7981","other","469","1","25","1"
"7982","other","3600","4","160","6"
"7983","other","1160","2","52.2","2"
"7984","other","1220","2","35.23","3"
"7985","other","1641","3","66","3"
"7986","other","1630","2","200","2"
"7987","other","2072","3","108","3"
"7988","other","1200","2","70","3"
"7989","other","1350","3","77","3"
"7990","other","1180","2","78.34","3"
"7991","other","1355","2","115","2"
"7992","other","600","1","50","1"
"7993","other","1875","3","165","3"
"7994","other","600","2","55","2"
"7995","other","2300","3","120","3"
"7996","other","1240","2","60","2"
"7997","other","1750","3","120","3"
"7998","other","1230","2","43.48","2"
"7999","other","950","2","44","2"
"8000","other","1092","2","98.5","3"
"8001","other","1045","2","45","2"
"8002","other","1570","3","62","3"
"8003","other","1855","3","225","3"
"8004","other","1325","3","57","3"
"8005","other","1202","2","48","2"
"8006","other","1200","2","62.5","2"
"8007","other","425","1","20.03","1"
"8008","other","1100","2","48","2"
"8009","other","600","1","60","1"
"8010","other","1468","2","140","2"
"8011","other","4300","5","550","4"
"8012","other","1750","3","85","3"
"8013","other","775","2","55","2"
"8014","other","1105","2","58","2"
"8015","other","1602","2","75","3"
"8016","other","1352","3","135","3"
"8017","other","1780","3","84.83","3"
"8018","other","1200","3","95","4"
"8019","other","1976","3","184","3"
"8020","other","5500","4","600","4"
"8021","other","1200","3","95","3"
"8022","other","2500","6","115","7"
"8023","other","823","2","28","2"
"8024","other","1180","2","69","2"
"8025","other","686","1","17","1"
"8026","other","1001","2","33.03","2"
"8027","other","1500","4","180","4"
"8028","other","2400","2","80","3"
"8029","other","1282","2","87","2"
"8030","other","1611","2","64.44","3"
"8031","other","1500","2","95","3"
"8032","other","1300","1","115","2"
"8033","other","530","1","20","1"
"8034","other","1350","2","80","2"
"8035","other","900","2","27","2"
"8036","other","2400","6","125","8"
"8037","other","1225","2","53","2"
"8038","other","1141","2","62","2"
"8039","other","4100","7","140","7"
"8040","other","1175","2","48.27","2"
"8041","other","950","1","40","1"
"8042","other","1209","2","50","2"
"8043","other","4200","5","225","5"
"8044","other","1800","3","90","3"
"8045","other","1600","4","125","5"
"8046","other","1563","3","52","3"
"8047","other","1405","2","70","2"
"8048","other","1480","3","90","3"
"8049","other","1600","3","90","3"
"8050","other","1200","4","135","4"
"8051","other","1200","2","35","2"
"8052","other","1500","3","115","3"
"8053","other","1824","3","125","3"
"8054","other","750","1","56.25","1"
"8055","other","1060","2","42","2"
"8056","other","1500","3","62","3"
"8057","other","1339","2","55","2"
"8058","other","1600","3","75","3"
"8059","other","1225","2","55.11","2"
"8060","other","1000","2","50","2"
"8061","other","6000","5","400","4"
"8062","other","2400","3","170","3"
"8063","other","1480","2","65","2"
"8064","other","1500","2","98","3"
"8065","other","3095","3","350","3"
"8066","other","910","2","30.5","2"
"8067","other","1200","1","28","1"
"8068","other","1500","3","100","3"
"8069","other","1133","2","55","2"
"8070","other","1560","5","145","5"
"8071","other","2900","5","90","5"
"8072","other","1560","3","188","3"
"8073","other","856","2","40","2"
"8074","other","14000","3","800","4"
"8075","other","485","1","15","1"
"8076","other","1384","3","62.28","3"
"8077","other","1508","3","70.25","3"
"8078","other","2150","4","80","4"
"8079","other","1600","3","52","3"
"8080","other","1250","2","62","2"
"8081","other","1200","3","130","3"
"8082","other","1050","2","67","2"
"8083","other","1596","3","105","3"
"8084","other","1800","3","80","3"
"8085","other","925","2","48","2"
"8086","other","1395","2","63.59","2"
"8087","other","1200","3","85","3"
"8088","other","1132","2","67","2"
"8089","other","1262","2","63","2"
"8090","other","1515","3","88","3"
"8091","other","1655","3","86.06","3"
"8092","other","5000","7","299","7"
"8093","other","1380","2","80","2"
"8094","other","1450","3","65","3"
"8095","other","1200","2","54","2"
"8096","other","4346","5","500","4"
"8097","other","1178","2","47","2"
"8098","other","2200","3","187","3"
"8099","other","3329","3","330","3"
"8100","other","3600","4","300","4"
"8101","other","3500","3","450","4"
"8102","other","1595","3","76","3"
"8103","other","1093","2","65","2"
"8104","other","1367","2","62","2"
"8105","other","1535","3","95","3"
"8106","other","1015","2","45","2"
"8107","other","1100","2","62.7","2"
"8108","other","930","2","45","2"
"8109","other","1650","2","80","3"
"8110","other","2197","4","280","3"
"8111","other","1240","2","46","3"
"8112","other","1100","2","60","2"
"8113","other","1600","3","172","4"
"8114","other","1450","2","85","3"
"8115","other","2000","3","166","4"
"8116","other","700","2","27","2"
"8117","other","1050","2","45","2"
"8118","other","1250","3","39.5","3"
"8119","other","1756","3","100","3"
"8120","other","1532","3","92","3"
"8121","other","1650","3","110","3"
"8122","other","1200","2","66","2"
"8123","other","1180","2","48","2"
"8124","other","1525","2","122","3"
"8125","other","1435","3","70","3"
"8126","other","1560","2","66","3"
"8127","other","1070","2","42","2"
"8128","other","2400","3","200","4"
"8129","other","1000","2","130","2"
"8130","other","1300","2","60","2"
"8131","other","3040","1","180","2"
"8132","other","1310","2","50","3"
"8133","other","1390","3","120","3"
"8134","other","1200","4","72","4"
"8135","other","1135","2","68","2"
"8136","other","900","2","55","2"
"8137","other","1378","2","42.33","3"
"8138","other","1210","2","62","2"
"8139","other","1464","3","56","3"
"8140","other","2500","3","250","3"
"8141","other","1600","3","80","3"
"8142","other","1250","3","39.5","3"
"8143","other","1100","2","50","2"
"8144","other","1269.72","2","68","2"
"8145","other","1168","3","70","3"
"8146","other","1552","2","51","2"
"8147","other","2100","4","155","4"
"8148","other","1300","2","65","2"
"8149","other","1515","3","93.93","3"
"8150","other","2400","5","85","4"
"8151","other","1243","2","58","2"
"8152","other","1616","3","75","3"
"8153","other","1800","6","44.5","5"
"8154","other","2700","4","214","6"
"8155","other","2000","3","210","3"
"8156","other","2400","4","300","5"
"8157","other","1760","3","176","3"
"8158","other","595","1","42","1"
"8159","other","1410","2","67","2"
"8160","other","1090","2","31.48","2"
"8161","other","1254","2","53","2"
"8162","other","2800","7","125","7"
"8163","other","1170","2","86","2"
"8164","other","2200","4","235","4"
"8165","other","1000","2","50","2"
"8166","other","920","2","35","2"
"8167","other","2400","3","142","4"
"8168","other","1464","3","56","3"
"8169","other","1280","2","40","2"
"8170","other","2000","3","85","3"
"8171","other","1650","3","175","3"
"8172","other","840","2","27","2"
"8173","other","1670","3","91.86","3"
"8174","other","1242","2","39.7","2"
"8175","other","1690","2","55","3"
"8176","other","1488","3","57","3"
"8177","other","1250","2","80","3"
"8178","other","1650","4","160","3"
"8179","other","800","2","50","2"
"8180","other","1225","2","150","2"
"8181","other","1260","2","58","2"
"8182","other","3675","4","367","4"
"8183","other","1200","2","150","2"
"8184","other","1250","2","65","2"
"8185","other","1225","2","48","2"
"8186","other","1350","2","80","2"
"8187","other","2000","3","100","3"
"8188","other","1614","3","110","3"
"8189","other","1188","2","73","2"
"8190","other","1480","3","90","3"
"8191","other","680","2","42","2"
"8192","other","2400","2","95","2"
"8193","other","1045","2","42","2"
"8194","other","955","2","53.55","2"
"8195","other","1115","2","56.87","2"
"8196","other","2479.13","3","215","3"
"8197","other","1100","2","106","2"
"8198","other","1690","3","75","3"
"8199","other","1068","2","40.05","2"
"8200","other","1925","3","120","3"
"8201","other","650","1","26","1"
"8202","other","1410","2","45.12","3"
"8203","other","2000","3","207","3"
